,Recipe_Name,Ingredients,Dish_Name
1164,Escargots a\u0300 la Bourguignonne for a Crowd,"butter,onion,cloves,salt,pepper,parsley,white",escargots
1168,Escargots a la Bourguignonne,"butter,cloves,parsley,pepper,snails,snail",escargots
1169,Escargots with Shallot Mousse and Parsley Coulis,"shallot,fleur",escargots
1171,Roasted Escargots Butter Oregano Parsley,white,escargots
1173,Escargots a\u0300 la Bourguignonne (Snails in Garlic\u2013Herb Butter),"butter,parsley,white",escargots
1175,Basil Risotto with Escargot,"cheese,gin,lemon,shallot,arborio",risotto
1176,Classic Escargots \u00e0 la Bourguignonne,"butter,garlic,parsley,shallot,snails",escargots
1178,Mussels with Snail Butter ~ Moules a l'Escargot,"mussels,onion,thyme,white",mussels
1181,French Onion Soup Dumplings,"butter,shallot,onion,red",french_onion_soup
1185,Churros,"water,sugar,salt,oil,flour,oil,cinnamon",churros
1186,Churros_2,"flour,oil,water,sugar,salt,oil,cinnamon",churros
1187,Churros_3,"water,sugar,oil,salt,flour,cinnamon",churros
1188,Churros_4,"flour,oil,water,sugar,salt,oil,cinnamon",churros
1189,Baked Churros,"water,sugar,salt,oil,flour,cinnamon,butter",churros
1190,Churros_5,"sugar,cinnamon,water,salt,oil,flour,oil",churros
1191,Churros_6,"water,butter,sugar,vanilla,salt,flour,egg,oil,cinnamon,whipping,chocolate,chips,salt",churros
1192,Homemade Churros,"water,butter,sugar,salt,flour,egg,vanilla,oil,cinnamon",churros
1193,Homemade Churros_2,"water,butter,flour,salt,egg,sugar,cinnamon",churros
1194,Churros_7,"water,sugar,oil,salt,flour,cinnamon",churros
1195,Homemade Heart Shaped Churros,"water,sugar,salt,oil,flour,oil,cinnamon",churros
1196,Churros_8,"butter,water,sugar,salt,flour,egg,oil,beans,cinnamon,chocolate,butter",churros
1198,Churros_9,"water,flour,baking,salt,oil,sugar",churros
1200,Churros_10,"butter,sugar,salt,flour,egg,oil,sugar,dipping",churros
1201,Cinnamon Churros,"butter,water,salt,flour,cinnamon,egg,vanilla,oil,sugar,cinnamon",churros
1202,Cinnamon Churros_2,"water,salt,sugar,vanilla,butter,flour,baking,egg,oil,cinnamon,milk,chocolate,chocolate,orange",churros
1203,Churros II,"oil,water,margarine,flour,salt,egg,sugar,cinnamon",churros
1204,Churros_11,"water,butter,brown",churros
1205,Bisquick\u00ae Churros,"oil,sugar,cinnamon,baking,water",churros
1206,Churros I,"water,biscuit,oil,sugar,cinnamon",churros
1207,Spanish-Style Churros,"flour,salt,oil,sugar,cinnamon",churros
1208,Churros_12,"flour,baking,water,butter,salt,sugar,grapes,cinnamon",churros
1210,Cinnamon Churros_3,"water,butter,brown",churros
1211,Homemade Churros with Chocolate Sauce,"sugar,cinnamon,water,salt,oil,flour,chocolate",churros
1212,Fried Churros,"oil,water,sugar,salt,flour,cinnamon,sugar,butter,whipping,salt,chips",churros
1213,Churros Poppers,"sugar,cinnamon,water,salt,oil,flour,oil",churros
1214,Churros_13,"sugar,butter,water,salt,flour,egg,cinnamon",churros
1215,Cinnamon Churros_4,"water,butter,brown",churros
1216,Churros_14,"butter,water,flour,sugar,baking,salt,egg,oil,sugar,cinnamon",churros
1217,Churros_15,"sugar,nut,flour,water,butter,eel,salt,egg,oil",churros
1218,Glazed Churros,"water,butter,brown",churros
1219,Churros_16,"butter,milk,water,salt,flour,egg,oil,sugar,cinnamon",churros
1220,Churros_17,"water,cinnamon,salt,butter,flour,oil,cheese,egg,sugar,cinnamon",churros
1221,Easy Churros with Two Ingredient Nutella Sauce,"sugar,cinnamon,flour,water,butter,salt,egg,oil,nut,milk",churros
1222,Mexican Churros,"butter,caster",churros
1223,Oreo Churros,oreo\u00ae,churros
1224,Pumpkin Churros,"cheese,sugar,brown",churros
1225,Homemade Churros_3,"butter,milk,flour,egg,salt,nut,sugar,cinnamon",churros
1226,Churros_18,"milk,water,butter,salt,flour,egg,oil,cinnamon",churros
1227,Homemade Mexican Churros,"butter,water,salt,vanilla,cinnamon,flour,egg,sugar,cinnamon,oil",churros
1228,Churros_19,"water,butter,sugar,salt,flour,egg,oil,cinnamon,cayenne",churros
1229,Churros_20,"p\u00e2t\u00e9,sugar,brown",churros
1230,Angel Churros,"sugar,cinnamon,sugar,water,salt,butter,flour,egg,oil,chocolate",churros
1231,Oreo Churros_2,oreo\u00ae,churros
1232,Homemade Churros_4,"water,butter,vanilla",churros
1233,Glazed Churros_2,"water,butter,brown",churros
1234,Miso Soup,"water,miso,tofu,mushroom,scallions",miso_soup
1235,Miso Soup_2,"water,dashi,miso,seaweed,tofu,onion",miso_soup
1236,Miso Soup_3,"dashi,tofu,miso,onion",miso_soup
1237,Miso Soup_4,"dashi,water,miso,tofu,onion",miso_soup
1238,Miso Soup_5,"dashi,water,miso,tofu,onion",miso_soup
1239,Miso Soup_6,"water,dashi,miso,seaweed,tofu,onion",miso_soup
1240,Quick Miso Soup,"carrot,scallions,tofu,miso,furikake",miso_soup
1241,Classic Miso Soup,"water,dashi,miso,tofu,scallions",miso_soup
1242,Miso Soup_7,"miso,cold",miso_soup
1243,Miso Soup_8,"dashi,miso,tofu,wakame,onion,water",miso_soup
1246,Miso Soup_9,"vegetables,bonito,tofu,miso,onion,shoyu",miso_soup
1247,Miso Soup_10,"miso,bonito,water,tofu,onion,seaweed",miso_soup
1248,Miso Soup_11,"dashi,miso,tofu,scallions,wakame",miso_soup
1249,Easy Miso Soup,"water,konbu,bonito,seaweed,tofu,miso,scallions",miso_soup
1250,Tofu and Mushroom Miso Soup,"tofu,mushroom,vegetables,egg,onion,miso,water,miso,dashi",miso_soup
1251,Elemental Miso Soup,"seaweed,dashi,tofu,miso,scallions",miso_soup
1252,Miso Soup_12,"water,bonito,miso,tofu,nori,onion",miso_soup
1253,Traditional Miso Soup,"dashi,miso,tofu,wakame,onion,shiitake",miso_soup
1254,Plant Based Miso Soup,"miso,water,seaweed,tofu,onion",miso_soup
1255,Miso Soup_13,"dashi,miso,tofu,wakame,onion,water",miso_soup
1256,Easy Miso Soup without Dashi,"broth,onion,ale,tofu,miso",miso_soup
1257,Miso Soup with Udon Noodles,"udon,broth,gin,sake,miso,tofu,mushroom,carrot,onion",miso_soup
1258,Basic Miso Soup,"water,miso,onion,nori,tofu,soy,oil",miso_soup
1259,Miso Soup_14,"dashi,miso,wakame,tofu,scallions",miso_soup
1261,Chicken Miso Soup,"chicken,water,onion,chicken,miso,gin,tofu,soy,cilantro",miso_soup
1262,Miso Soup_15,"wakame,dashi,water,tofu,miso,scallions",miso_soup
1263,Miso Soup_16,"shallot,miso,mushroom,tofu,water,gin,seaweed,onion,vegetables",miso_soup
1264,Nobu's Miso Soup,"dashi,miso,scallions,tofu",miso_soup
1265,Vegan Miso Ramen Soup,"nori,broth,noodles,tofu,miso,onion",ramen
1266,15-Minute Miso Soup with Greens and Tofu,"water,chard,onion,tofu,miso,nori",miso_soup
1268,Miso Soup_17,"water,nori,onion,tofu,mushroom,miso",miso_soup
1269,Loaded Miso Soup,"noodles,dashi,miso,baby",miso_soup
1270,How To Make Miso Soup,"water,konbu,bonito,tofu,scallions,miso",miso_soup
1271,Immunity Boosting Miso Soup,"gin,garlic,gin,mushroom,broth,water,tamari,oil,miso,spinach,carrot,tofu,wakame,scallions",miso_soup
1272,Tonjiru ~ Japanese Pork and Vegetable Miso Soup,"oil,pork,carrot,satsuma,mushroom,mushroom,garlic,gin,sake,dashi,scallions,miso",miso_soup
1273,Miso Soup_18,"water,dashi,miso,tofu,wakame,onion,pepper",miso_soup
1274,Miso Soup_19,"water,miso,scallions",miso_soup
1275,Asari Miso Soup,"clams,water,mushroom,miso,scallions",miso_soup
1276,Miso Soup with Tofu and Kale,"scallions,gin,miso,soy,oil,ale,tofu",miso_soup
1277,Prawn And Shiitake Miso Soup,"noodles,water,wakame,mushroom,miso,dashi,prawn,tofu,onion",miso_soup
1278,Miso Soup_20,"seaweed,beans,miso,onion,chicken",miso_soup
1279,Miso Soup I,"water,tofu,miso,spinach,onion",miso_soup
1281,Homemade Miso Soup,"miso,cold",miso_soup
1283,Easy Miso Soup without Dashi_2,"broth,onion,ale,tofu,miso",miso_soup
1284,The Summer Cheese Plate,"cheese,cheese,cheese,cheese,peach,nut,gin,rosemary,cheese,cheese,nectarine,pistachio,honey",cheese_plate
1286,Patra Cheese Plate,"cheese,cheese,nut,cranberries,food",cheese_plate
1292,Red White & Blue Strawberry Cheesecake Bites,"strawberries,blueberries,cheese,sugar,almond",cheesecake
1296,Breakfast Grilled Cheese Sandwich,"egg,salt,pepper,milk,butter,cheddar,bacon,bread",grilled_cheese_sandwich
1299,Brussels Sprouts Bacon and Goat Cheese Pizza,"pizza,bacon,brussels",pizza
1300,Goat Cheese Stuffed Figs and a Summer Cheese Plate,"fig,cheese,prosciutto,chocolate,baguette,cheese",cheese_plate
1304,Grilled cheese sandwich Bama style!,"bacon,egg,cheese,bread,mayonnaise",grilled_cheese_sandwich
1311,Baked Macaroni and Cheese,"macaroni,flour,salt,pepper,margarine,cheddar,milk",macaroni_and_cheese
1315,Red Velvet Cake with Cream Cheese Icing,"cake,salt,cocoa,butter,sugar,egg,vanilla,butter,red",red_velvet_cake
1320,Basil Ricotta Macaroni and Cheese,"pasta,butter,ricotta,basil,pepper",macaroni_and_cheese
1323,Pepperoni Pizza Grilled Cheese,"bread,pizza,pepper,cheese,butter",pizza
1327,Delicate Cream Cheese Pancakes,"cheese,egg",pancakes
1330,Naan Pizza with Figs Goat Cheese & Balsamic Pinot Reduction,"naan,onion,fig,ch\u00e8vre",pizza
1333,Huevos Rancheros,"gin,corn",huevos_rancheros
1334,Huevos Rancheros_2,"oil,onion,garlic,jalapeno",huevos_rancheros
1335,Huevos Rancheros_3,"coconut,salsa,garlic,monterey",huevos_rancheros
1336,Huevos Rancheros_4,"coconut,salsa,garlic,monterey",huevos_rancheros
1337,Huevos Rancheros_5,corn,huevos_rancheros
1338,Huevos Rancheros_6,"plum,oil,garlic,jalapeno",huevos_rancheros
1339,Huevos Rancheros_7,"plum,jalapeno",huevos_rancheros
1340,Huevos Rancheros Breakfast Sandwich,"egg,salt,pepper,english",huevos_rancheros
1341,Huevos Rancheros_8,"flour,beans,salsa,guacamole,egg,cheese",huevos_rancheros
1342,Huevos Rancheros_9,"oil,onion,garlic,jalapeno",huevos_rancheros
1343,Huevos Rancheros_10,"beans,potato,egg,cherry,onion,coriander,oil,cheddar,avocado,chives,chili,salt,pepper",huevos_rancheros
1344,Huevos Rancheros_11,"egg,butter,salsa,corn",huevos_rancheros
1345,Huevos Rancheros_12,"oil,corn",huevos_rancheros
1346,Healthy Huevos Rancheros,"oil,tortillas,onion,tomato,beans,egg,avocado,lime,cilantro,salt,pepper",huevos_rancheros
1347,Huevos Rancheros_13,jalapeno,huevos_rancheros
1348,Huevos Rancheros My Way,"tomato,onion,garlic,cumin,paprika,oregano,worcestershire,chipotle,chili,lime,green",huevos_rancheros
1349,Easy Huevos Rancheros,"salsa,egg,flour,cheese",huevos_rancheros
1350,Huevos Rancheros_14,"gin,egg,corn",huevos_rancheros
1351,Baked Huevos Rancheros,"salsa,corn,spinach,egg,beans,flour",huevos_rancheros
1352,Huevos Rancheros_15,"flour,egg,beans,onion,cumin,tomato,cheese,avocado,cilantro,lime",huevos_rancheros
1353,Huevos Rancheros Bowl,"tomato,onion,green",huevos_rancheros
1354,Huevos Rancheros_16,"egg,egg,beans,corn",huevos_rancheros
1355,Huevos Rancheros_17,"tomato,garlic,jalapeno",huevos_rancheros
1356,Quesadilla Huevos Rancheros,"tortillas,cheddar,monterey",huevos_rancheros
1357,Asparagus Huevos Rancheros,corn,huevos_rancheros
1358,Huevos Rancheros Casserole,"flour,beans,cheese,egg,onion,salt,cilantro,oil,onion,garlic,chili,cumin,tomato,chipotle,sugar,oregano,pepper",huevos_rancheros
1359,Huevos Rancheros_18,"egg,corn",huevos_rancheros
1360,Huevos Rancheros_19,"beans,oil,cumin,chili,salt,pepper,onion,cheddar,olive,onion,avocado,cilantro,egg,salsa,flour",huevos_rancheros
1362,Potato Huevos Rancheros,"potato,butter,salt,black",huevos_rancheros
1363,Huevos Rancheros_20,mission\u00ae,huevos_rancheros
1364,Authentic Huevos Rancheros,"oil,corn",huevos_rancheros
1365,HUEVOS RANCHEROS,"flour,oil,salsa,beans,egg,cheddar,salt,pepper,salsa,scallions,avocado,jalapeno",huevos_rancheros
1366,Huevos Rancheros Tacos,"oil,onion,salt,cloves,beans,cumin,chili,oregano,pepper,egg,wheat",huevos_rancheros
1367,Huevos Rancheros_21,"oil,corn",huevos_rancheros
1368,Huevos Rancheros_22,"poblano,tomatillo,onion,oil,garlic,cumin,cilantro,lime,black",huevos_rancheros
1369,Healthy Huevos Rancheros Tostadas,corn,huevos_rancheros
1370,Scrambled Huevos Rancheros,corn,huevos_rancheros
1371,Huevos Rancheros_23,corn,huevos_rancheros
1372,Huevos Rancheros_24,"plum,serrano",huevos_rancheros
1373,Huevos Rancheros Casserole_2,corn,huevos_rancheros
1374,Huevos Rancheros_25,"tomatillo,anaheim",huevos_rancheros
1375,Huevos Rancheros_26,corn,huevos_rancheros
1376,Huevos Rancheros Breakfast Wrap,"beans,potato,green",huevos_rancheros
1377,Quesadillas Huevos Rancheros,corn,huevos_rancheros
1378,Scrambled Huevos Rancheros_2,"egg,corn",huevos_rancheros
1379,Huevos Rancheros_27,"tomato,onion,jalapeno",huevos_rancheros
1380,Huevos Rancheros_28,"chorizo,bread,cheddar,onion,orange,tomato,egg,avocado",huevos_rancheros
1381,Loaded Huevos Rancheros Tacos,"pepper,onion,garlic,oil,chili,oregano,cumin,chipotle,tomato,apple,cabbage,radish,cilantro,lime,avocado,butter,egg,crumble,corn",huevos_rancheros
1382,Snappy Chicken Wings,"chicken,cayenne",chicken_wings
1383,Baked Gochujang Chicken Wings,gochujang,chicken_wings
1384,5 Ingredient Chicken Wings,"chicken,brown",chicken_wings
1385,Old Bay Chicken Wings,"chicken,butter,old",chicken_wings
1386,Taco Chicken Wings,"butter,flour,taco,chicken",chicken_wings
1387,Marinated Indian Chicken Wings,"chicken,coconut,cumin,onion,turmeric,coriander,salt,cayenne",chicken_wings
1388,Next Level Chicken Wings,"chicken,salt,black",chicken_wings
1389,Vietnamese Style Caramel Chicken Wings,"water,sugar,fish,lime,chili,garlic,chicken",chicken_wings
1390,Asian Chicken Wings,"chicken,soy,honey,ketchup,garlic,black",chicken_wings
1391,Ranch Chicken Wings,"chicken,flour,ranch",chicken_wings
1392,Teriyaki Chicken Wings,"chicken,soy,water,brown",chicken_wings
1393,Honey Garlic Chicken Wings,"chicken,honey,vinegar,pepper,garlic,soy,garlic",chicken_wings
1394,Sweet Thai Chicken Wings,"chicken,garlic,cilantro",chicken_wings
1395,Garlic Parmesan chicken Wings,"chicken,oregano,garlic,cumin,salt,gin,cheese,salt,basil",chicken_wings
1396,Sesame Chicken Wings,"chicken,soy,cloves,oil,rice,honey,seeds",chicken_wings
1397,Garlic Ranch Chicken Wings,"chicken,paprika,ranch",chicken_wings
1398,Salt and Vinegar Chicken Wings,"chicken,vinegar,old",chicken_wings
1399,Oven Baked Spicy Teriyaki Chicken Wings,"soy,rice,water,brown",chicken_wings
1400,Buffalo Chicken Wings,"chicken,oil,salt,black",chicken_wings
1401,Vietnamese Chicken Wings,"chicken,soy,chili,worcestershire,cilantro",chicken_wings
1402,Crispy Sriracha Chicken Wings,"chicken,baking,salt,ketchup,sriracha,rice,soy,honey,molasses,garlic,seeds,cilantro",chicken_wings
1403,Honey Sriracha Chicken Wings,"chicken,flour,oil,onion,cloves,rice,sriracha,honey",chicken_wings
1405,Korean Chicken Wings,"chicken,cloves,gin,gochujang",chicken_wings
1406,5-Ingredient Slow Cooker Honey-Dijon Chicken Wings,"chicken,dijon",chicken_wings
1407,Chicken Wings,"chicken,soy,garlic,sugar",chicken_wings
1408,Buffalo Chicken Wings_2,"pepper,vinegar,chicken,salt,pepper,cheese",chicken_wings
1409,Hooters Buffalo Chicken Wings,"butter,louisiana,black",chicken_wings
1410,Honey Baked Chicken Wings,"chicken,honey,ketchup,salt,black",chicken_wings
1411,Crispy Baked Lemon Pepper Chicken Wings,"chicken,oil,butter,lemon",chicken_wings
1412,Old Bay Chicken Wings_2,old,chicken_wings
1413,Chinese Chicken Wings,"chicken,vinegar,oil,salt,chili,black",chicken_wings
1414,Sweet Chili Asian Chicken Wings,"chicken,chili,soy,gin,garlic,onion",chicken_wings
1415,Honey Sriracha Chicken Wings_2,"chicken,oil,coriander,garlic,pepper,butter,sriracha,honey,lime,orange,cilantro",chicken_wings
1416,Sweet and Spicy Chicken Wings,balsamic,chicken_wings
1417,Baked Chicken Wings,"chicken,butter,salt,paprika,cumin,black",chicken_wings
1419,Honey Sriracha Chicken Wings_3,nonstick,chicken_wings
1420,Herbed Grilled Chicken Wings,"cloves,oregano,rosemary,oil,pepper,salt,chicken",chicken_wings
1421,Bake Easy Chicken Wings,"chicken,brown",chicken_wings
1422,The Best Butter and Garlic Chicken Wings,"chicken,butter,salt,cloves,flour",chicken_wings
1423,Tamarind Chicken Wings,"chicken,base,garlic,salt,pepper,oil",chicken_wings
1424,Crispy Baked Garlic Parmesan Chicken Wings,"chicken,salt,pepper,oil,butter,garlic,parsley,cheese",chicken_wings
1425,Extra Crispy Chicken Wings,"chicken,chinese",chicken_wings
1426,Grill Master Chicken Wings,"soy,salad,chicken,butter,pepper",chicken_wings
1427,Sticky AND Crispy Asian Chicken Wings,"chicken,baking,salt,pepper,onion,asian,oil,gin,chilli,honey,brown",chicken_wings
1428,Garlic Parmesan Chicken Wings,"chicken,garlic,oregano,salt,cheese,butter",chicken_wings
1429,Peppery Chicken Wings,"chicken,black",chicken_wings
1430,Broiled Mussels,"mussels,white",mussels
1431,Mussels in White Wine,"mussels,oil,garlic,white",mussels
1432,MUSSELS,"mussels,butter,oil,shallot,garlic,pepper,thyme,fennel,tomato,saffron,white",mussels
1433,Baked Mussels,"mussels,parsley,clove,pepper,bread,cheese,gin",mussels
1434,Mussels Marini\u00e8re,white,mussels
1435,Smoked Mussels,"mussels,vermouth,water,oil",mussels
1436,Curried Mussels,"oil,greens,leek,black",mussels
1437,Mussels in White Wine Sauce,"mussels,white",mussels
1438,Easy Steamed Mussels,"mussels,shallot,butter,white",mussels
1439,Creamy Mussels,"oil,shallot,saffron,white",mussels
1440,Mussels Marinie\u0300re with Saffron,white,mussels
1441,Mussels Marinie\u0300res,"mussels,white",mussels
1442,Curried Mussels_2,"butter,oil,shallot,cloves,curry,salt,pepper,black",mussels
1443,Mediterranean Mussels With Wine,"oil,onion,garlic,wine,mussels,parsley,pepper,white",mussels
1444,Mussels Marinara,"mussels,white",mussels
1445,Love Mussels,"butter,oil,garlic,shallot,capers,tomato,italian,pepper,mussels,onion",mussels
1446,Thai Mussels,"mussels,pepper,gin,garlic,oil,white",mussels
1447,Mussels Marinara_2,"mussels,black",mussels
1448,Curried Mussels_3,"butter,oil,shallot,curry,white",mussels
1449,Peruvian Style Mussels,"mussels,white",mussels
1450,Dutch Mussels,"mussels,butter,white",mussels
1451,Appetizer Mussels,white,mussels
1452,Thai Red Curry Mussels,"mussels,onion,pepper,garlic,gin,curry,brown",mussels
1453,Melissa's Mussels,"mussels,onion,tomato,garlic,beer,red",mussels
1454,Curried Mussels_4,"butter,shallot,cloves,mussels,white",mussels
1455,Mussels Marinara_3,"marinara,mussels,bread,spaghetti",mussels
1456,Mussels in Spicy Broth,"gin,garlic,pepper,tomato,red",mussels
1457,Bacon Beer Mussels,"bacon,onion,mussels,pilsner,onion,baguette",mussels
1458,Mussels Steamed in Wine,"mussels,butter,gin,onion,white",mussels
1459,Thai Curry Mussels,"mussels,butter,shallot,curry,coconut,chicken,lime,cilantro",mussels
1460,Cider Mussels,"onion,apple,mussels,bran,pepper,bacon,parsley",mussels
1461,Mussels Fra Diavalo,"gin,onion,basil,cloves,oregano,pepper,salt,white",mussels
1462,Steamed Mussels,"onion,oil,white",mussels
1463,Mussels with Parsley and Garlic,"mussels,cloves,parsley,butter,salt,black",mussels
1464,Beer Mussels,"mussels,oil,butter,onion,cloves,salt,thyme,pepper,lemon,beer,broth,pasta",mussels
1466,Mussels in White Wine_2,white,mussels
1467,Amazing Mussels,"butter,garlic,shallot,beef,jalapeno",mussels
1468,Red Curry Mussels,"coconut,tomato,white",mussels
1469,Pumpkin Mussels,"onion,butter,salt,pie,pumpkin,beer,mussels,cilantro,bread",mussels
1472,Mussels with Pernod and Cream,"leek,white",mussels
1473,Baked Mussels_2,"mussels,cheese,bread,egg,oil,garlic,parsley,black",mussels
1474,Marseille Mussels,"shrimp,oil,onion,celery,garlic,bay",mussels
1475,MUSSELS MAKANA,"mussels,water,bacon,onion,garlic,olive,tomato,oil,cheese,pepper,basil,oregano,thyme",mussels
1476,Tiger Mussels,"mussels,butter,oil,onion,flour,milk,ham,nut,bread,egg",mussels
1477,Beatty's Chocolate Cake,"butter,flour,sugar,cocoa,baking,baking,salt,butter,oil,egg,vanilla,coffee,chocolate,chocolate,butter,egg,sugar,coffee",chocolate_cake
1478,Naked Buttermilk Chocolate Cake,"flour,sugar,baking,salt,cocoa,oil,butter,egg,coffee,vanilla,butter,chocolate,candy",chocolate_cake
1480,Cinnamon Chocolate Cake with Salted Honey Buttercream,"butter,sugar,flour,baking,cinnamon,cocoa,egg,butter,milk,vanilla,chocolate,icing,honey,salt,cinnamon",chocolate_cake
1481,Ultra Rich Chocolate Cake,"cake,egg,oil,water",chocolate_cake
1482,Everyday Chocolate Cake,"butter,brown",chocolate_cake
1483,Molten Chocolate Cakes,"butter,chocolate,egg,egg,brown",chocolate_cake
1485,Chocolate Cake,"chocolate,butter,egg,sugar",chocolate_cake
1487,The Best Chocolate Cake,"sugar,cake,cocoa,baking,baking,salt,egg,milk,oil,vanilla,coffee,butter,cocoa,sugar,vanilla",chocolate_cake
1491,The Easiest Flourless Chocolate Cake,"chocolate,butter,sugar,egg,cocoa,sugar",chocolate_cake
1492,Ridiculous Chocolate Cake,"cake,chocolate,egg,oil,water,chips,butter,cocoa,sugar,vanilla",chocolate_cake
1493,Heavenly Chocolate Cake,"sugar,oil,egg,vanilla,flour,cocoa,baking,baking,salt,coffee,butter,ham,brown",chocolate_cake
1494,Molten Chocolate Cake,"chocolate,butter,egg,sugar,egg",chocolate_cake
1499,German Chocolate Cake,"chocolate,chocolate,water,butter,sugar,egg,flour,baking,baking,salt,butter,vanilla",chocolate_cake
1503,German Chocolate Cake_2,"sugar,butter,vanilla,egg,milk,pecan,coconut,chocolate,chocolate,flour,baking,salt,butter,egg",chocolate_cake
1504,Melting Hot Chocolate Cakes,"sugar,corn",chocolate_cake
1505,Craggy Chocolate Cake,"chocolate,butter,egg,sugar,whipped",chocolate_cake
1507,2-minute Microwave Chocolate Cake,"flour,sugar,cocoa,baking,salt,oil,milk,vanilla,chips",chocolate_cake
1508,Red Wine Chocolate Cake,"butter,brown",chocolate_cake
1510,Nana's Simple Chocolate Cake,"chocolate,butter,brown",chocolate_cake
1511,Chocolate Cake with Avocado,"almond,cacao,baking,baking,salt,avocado,avocado,water,apple,vanilla,maple",chocolate_cake
1512,Healthy Extra Moist Chocolate Cake,"baking,cocoa,baking,date,egg,coconut,vanilla",chocolate_cake
1513,Basic Chocolate Cake,"flour,cocoa,baking,salt,butter,maple",chocolate_cake
1514,Simple Moist Chocolate Cake,"cake,apple,egg,vanilla,chips,nut",chocolate_cake
1515,Flourless Chocolate Cake,"egg,chocolate,butter,coffee",chocolate_cake
1516,Simply Perfect Chocolate Cake,"sugar,flour,cake,cocoa,baking,baking,salt,butter,egg,plain",chocolate_cake
1517,Best Ever Chocolate Cake,"chips,coconut,salt,cocoa,honey,vanilla,almond,egg",chocolate_cake
1519,Best Chocolate Cake,"cake,flour,sugar,chocolate,baking,salt,egg,butter,oil,vanilla,water,chocolate,butter,shortening,sugar,vanilla,water",chocolate_cake
1520,Easy Chocolate Cake,"butter,egg,milk,cocoa,flour,caster",chocolate_cake
1523,The Chocolate Cake,"flour,sugar,cocoa,baking,baking,salt,butter,oil,egg,vanilla,coffee,chocolate,butter,egg,sugar",chocolate_cake
1524,My Favourite Chocolate Cake,"sugar,butter,chocolate,egg,flour,baking,chocolate",chocolate_cake
1525,Quinoa Chocolate Cake,"quinoa,milk,egg,vanilla,butter,sugar,cocoa,baking,baking,salt",chocolate_cake
1526,Death by Chocolate Cake,"cake,chocolate,water,oil,egg,chips,sugar,chocolate",chocolate_cake
1527,Fried Calamari,"oil,calamari,flour,masa",fried_calamari
1528,Fried Calamari_2,"calamari,flour,salt,pepper,oil,gin,egg,garlic,lemon,dijon",fried_calamari
1529,Fried Calamari_3,baby,fried_calamari
1530,Fried Calamari with Romesco,"calamari,tentacles,milk,black",fried_calamari
1531,Fried Calamari_4,"calamari,flour,salt,pepper,egg,milk,bread,oil",fried_calamari
1532,Fried Calamari with Spicy Mayonnaise,"fat,sriracha,calamari,butter,flour,salt,black",fried_calamari
1533,Beer-Battered Fried Calamari Pizza,"yeast,warm",fried_calamari
1534,Fried Calamari Nachos,"calamari,bread,italian,salt,black",nachos
1535,Fried Calamari with Quick Marinara,"oil,shallot,cloves,tomato,carrot,italian,salt,egg,flour,cornmeal,pepper,calamari,oil,parsley,lemon",fried_calamari
1536,Fried Calamari Sandwich,"mayonnaise,pepper,oil,fish,garlic,chile",fried_calamari
1537,Buttermilk Fried Calamari With Lemon Aioli,"mayonnaise,lemon,pepper,salt,pepper,calamari,butter,flour,paprika,black",fried_calamari
1538,Fried Calamari with Roasted Garlic and Lime Ai\u0308oli,"calamari,flour,salt,pepper,nut,garlic,lime",fried_calamari
1539,Fried Calamari (Prz\u030cene Lignje),"calamari,flour,oil,pasta,spaghetti",fried_calamari
1540,Fried Calamari with Firecracker Dipping Sauce,"honey,soy,sriracha,garlic,gin,lime,calamari,flour,cayenne",fried_calamari
1541,Fried Calamari_5,"butter,calamari,oil,flour,cornmeal,creole,marinara",fried_calamari
1542,Stir Fried Calamari,"calamari,garlic,gin,pepper,scallions,black",fried_calamari
1543,Buffalo Fried Calamari with Ranch Dip,"squid,butter,oil,flour,salt,garlic,mayonnaise,lemon,worcestershire,scallions,parsley,basil,pepper,butter,vinegar,onion,garlic,cayenne",fried_calamari
1544,Fried Calamari_6,"squid,lemon,egg,coconut,cayenne",fried_calamari
1545,Five-Spice Fried Calamari with Sesame and Lime,"calamari,flour,chinese",fried_calamari
1546,Oven Fried Calamari,"squid,egg,milk,flour,salt,pepper,bread,potato,oil,mayonnaise,relish,lemon,black",fried_calamari
1547,Dry Fried Calamari,"nut,squid,flour,cornmeal,salt,black",fried_calamari
1548,Fried Calamari Crostini,"oil,fish,bread,flour,parsley,lemon,salt,cayenne",fried_calamari
1549,Crispy Fried Calamari,"squid,flour,corn",fried_calamari
1550,Gluten-free Crispy Fried Calamari with Spicy Marinara,"oil,garlic,pepper,tomato,flour,salt,beer,oil,squid,corn",fried_calamari
1551,Fried Calamari with Peperoncini Mayonnaise,green,fried_calamari
1553,Fried Calamari with Dill Tartar Sauce,yellow,fried_calamari
1554,Fried Calamari_7,"squid,flour,flour,baking,egg,salt,paprika,water,tartar",fried_calamari
1556,Gluten-Free Fried Calamari with Dill Tartar Sauce,yellow,fried_calamari
1557,Stir-Fried Calamari and Pea Shoots,"nut,garlic,gin,pea",fried_calamari
1558,Kicked Up Fried Calamari with Creole Olive Salad,"squid,butter,creole,masa",fried_calamari
1561,Beignets,"yeast,warm",beignets
1562,Beignets_2,"yeast,warm",beignets
1563,Beignets_3,"yeast,warm",beignets
1564,Beignets_4,"flour,sugar,salt,yeast,warm",beignets
1565,Beignets_5,"water,sugar,yeast,egg,salt,milk,flour,shortening,oil,sugar",beignets
